,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
100,2058-12-31,209.30279235315692,483.78827662926193,529.9257062326265,186.25231137048956,232.39819266239803,297.77648389785196,297.77648389785196,297.77648389785196,297.77648389785196,297.77648389785196,297.77648389785196,0.0,0.0,0.0,507.0792762510089
101,2059-12-31,211.68329497216317,485.55412959000523,533.8766040766653,187.53697344456145,235.67263112018395,298.1249443672041,298.1249443672041,298.1249443672041,298.1249443672041,298.1249443672041,298.1249443672041,0.0,0.0,0.0,509.8082393393672
102,2060-12-31,214.070319516153,486.56075431215856,536.6164368989813,189.21941940046548,239.1881832552626,297.40250136549815,297.40250136549815,297.40250136549815,297.40250136549815,297.40250136549815,297.40250136549815,0.0,0.0,0.0,511.47282088165116
103,2061-12-31,216.45082213515926,488.04352543108547,540.4310964050188,190.59567313180432,242.93514884514292,297.5428909642373,297.5428909642373,297.5428909642373,297.5428909642373,297.5428909642373,297.5428909642373,0.0,0.0,0.0,513.9937130993966
104,2062-12-31,218.8313247541655,489.4243760188723,544.1856073658859,191.70701239224056,246.4406472213583,297.77648389776556,297.77648389776556,297.77648389776556,297.77648389776556,297.77648389776556,297.77648389776556,0.0,0.0,0.0,516.607808651931
105,2063-12-31,221.21182737317176,491.0730823714112,548.2350743639303,193.0563907735605,250.10296544279652,298.1249443671239,298.1249443671239,298.1249443671239,298.1249443671239,298.1249443671239,298.1249443671239,0.0,0.0,0.0,519.3367717402956
106,2064-12-31,223.5988519171616,491.1356370844947,550.651338116098,194.12852043672046,253.28004997200003,297.4025013653781,297.4025013653781,297.4025013653781,297.4025013653781,297.4025013653781,297.4025013653781,0.0,0.0,0.0,521.0013532825396
107,2065-12-31,225.9793545361678,492.5216789755636,554.4359115254119,195.1726798553427,256.84852159987656,297.5428909641191,297.5428909641191,297.5428909641191,297.5428909641191,297.5428909641191,297.5428909641191,0.0,0.0,0.0,523.5222455002869
108,2066-12-31,228.35985715517404,494.4958553871761,557.9542403142108,196.5467156847306,260.2327248189096,297.7764838978741,297.7764838978741,297.7764838978741,297.7764838978741,297.7764838978741,297.7764838978741,0.0,0.0,0.0,526.1363410530481
109,2067-12-31,230.74035977418023,495.63781284833703,561.4953845328113,197.5991481162414,263.23216936880124,298.12494436719635,298.12494436719635,298.12494436719635,298.12494436719635,298.12494436719635,298.12494436719635,0.0,0.0,0.0,528.8653041413766
110,2068-12-31,233.12738431817007,496.3370210029175,564.6536304920138,198.95996273005073,266.77547794328655,297.40250136555176,297.40250136555176,297.40250136555176,297.40250136555176,297.40250136555176,297.40250136555176,0.0,0.0,0.0,530.5298856837219
111,2069-12-31,235.50788693717632,497.9059289073991,568.0443046735652,200.5743778996733,270.3755000648147,297.54289096429017,297.54289096429017,297.54289096429017,297.54289096429017,297.54289096429017,297.54289096429017,0.0,0.0,0.0,533.0507779014665
112,2070-12-31,237.88838955618257,499.83719413331954,571.3780356063968,201.79883515560076,273.7597451409104,297.77648389766375,297.77648389766375,297.77648389766375,297.77648389766375,297.77648389766375,297.77648389766375,0.0,0.0,0.0,535.6648734538463
113,2071-12-31,240.26889217518882,501.56880217148,574.8933406384997,203.2183621353598,276.63714950454664,298.1249443671908,298.1249443671908,298.1249443671908,298.1249443671908,298.1249443671908,298.1249443671908,0.0,0.0,0.0,538.3938365423796
114,2072-12-31,242.65591671917866,502.077784549434,577.855408532508,204.52122641686054,280.60335178574735,297.4025013654609,297.4025013654609,297.4025013654609,297.4025013654609,297.4025013654609,297.4025013654609,0.0,0.0,0.0,540.0584180846396
